rowid,COUNTRY,INDICATOR,YR,AMOUNT,Government Type,Regime_type,Continent
14417,Netherlands,GDP at market prices current US,2011,894000000000,parliamentary constitutional monarchy,Full democracy,Europe
14418,Netherlands,GDP per capita current US,2011,53540,parliamentary constitutional monarchy,Full democracy,Europe
14419,Netherlands,Government expenditure per tertiary student as pct of GDP per capita pct,2011,34,parliamentary constitutional monarchy,Full democracy,Europe
14420,Netherlands,Government expenditure per tertiary student constant PPP,2011,16421,parliamentary constitutional monarchy,Full democracy,Europe
14421,Netherlands,Government expenditure per tertiary student constant US,2011,18068,parliamentary constitutional monarchy,Full democracy,Europe
14422,Netherlands,Government expenditure per tertiary student PPP,2011,15940,parliamentary constitutional monarchy,Full democracy,Europe
14423,Netherlands,Government expenditure per tertiary student US,2011,18396,parliamentary constitutional monarchy,Full democracy,Europe
14424,Netherlands,Labor force total,2011,8849838,parliamentary constitutional monarchy,Full democracy,Europe
14425,Netherlands,Population growth annual pct,2011,0,parliamentary constitutional monarchy,Full democracy,Europe
14426,Netherlands,Population total,2011,16693074,parliamentary constitutional monarchy,Full democracy,Europe
14427,Netherlands,GDP at market prices current US,2012,829000000000,parliamentary constitutional monarchy,Full democracy,Europe
14428,Netherlands,GDP per capita current US,2012,49474,parliamentary constitutional monarchy,Full democracy,Europe
14429,Netherlands,Government expenditure per tertiary student as pct of GDP per capita pct,2012,33,parliamentary constitutional monarchy,Full democracy,Europe
14430,Netherlands,Government expenditure per tertiary student constant PPP,2012,15675,parliamentary constitutional monarchy,Full democracy,Europe
14431,Netherlands,Government expenditure per tertiary student constant US,2012,17248,parliamentary constitutional monarchy,Full democracy,Europe
14432,Netherlands,Government expenditure per tertiary student PPP,2012,15433,parliamentary constitutional monarchy,Full democracy,Europe
14433,Netherlands,Government expenditure per tertiary student US,2012,16463,parliamentary constitutional monarchy,Full democracy,Europe
14434,Netherlands,Labor force total,2012,8962756,parliamentary constitutional monarchy,Full democracy,Europe
14435,Netherlands,Population growth annual pct,2012,0,parliamentary constitutional monarchy,Full democracy,Europe
14436,Netherlands,Population total,2012,16754962,parliamentary constitutional monarchy,Full democracy,Europe
14437,Netherlands,GDP at market prices current US,2013,867000000000,parliamentary constitutional monarchy,Full democracy,Europe
14438,Netherlands,GDP per capita current US,2013,51574,parliamentary constitutional monarchy,Full democracy,Europe
14439,Netherlands,Government expenditure per tertiary student as pct of GDP per capita pct,2013,0,parliamentary constitutional monarchy,Full democracy,Europe
14440,Netherlands,Government expenditure per tertiary student constant PPP,2013,0,parliamentary constitutional monarchy,Full democracy,Europe
14441,Netherlands,Government expenditure per tertiary student constant US,2013,0,parliamentary constitutional monarchy,Full democracy,Europe
14442,Netherlands,Government expenditure per tertiary student PPP,2013,0,parliamentary constitutional monarchy,Full democracy,Europe
14443,Netherlands,Government expenditure per tertiary student US,2013,0,parliamentary constitutional monarchy,Full democracy,Europe
14444,Netherlands,Labor force total,2013,8989556,parliamentary constitutional monarchy,Full democracy,Europe
14445,Netherlands,Population growth annual pct,2013,0,parliamentary constitutional monarchy,Full democracy,Europe
14446,Netherlands,Population total,2013,16804432,parliamentary constitutional monarchy,Full democracy,Europe
14447,Netherlands,GDP at market prices current US,2014,880000000000,parliamentary constitutional monarchy,Full democracy,Europe
14448,Netherlands,GDP per capita current US,2014,52157,parliamentary constitutional monarchy,Full democracy,Europe
14449,Netherlands,Government expenditure per tertiary student as pct of GDP per capita pct,2014,0,parliamentary constitutional monarchy,Full democracy,Europe
14450,Netherlands,Government expenditure per tertiary student constant PPP,2014,0,parliamentary constitutional monarchy,Full democracy,Europe
14451,Netherlands,Government expenditure per tertiary student constant US,2014,0,parliamentary constitutional monarchy,Full democracy,Europe
14452,Netherlands,Government expenditure per tertiary student PPP,2014,0,parliamentary constitutional monarchy,Full democracy,Europe
14453,Netherlands,Government expenditure per tertiary student US,2014,0,parliamentary constitutional monarchy,Full democracy,Europe
14454,Netherlands,Labor force total,2014,8968808,parliamentary constitutional monarchy,Full democracy,Europe
14455,Netherlands,Population growth annual pct,2014,0,parliamentary constitutional monarchy,Full democracy,Europe
14456,Netherlands,Population total,2014,16865008,parliamentary constitutional monarchy,Full democracy,Europe
14457,Netherlands,GDP at market prices current US,2015,758000000000,parliamentary constitutional monarchy,Full democracy,Europe
14458,Netherlands,GDP per capita current US,2015,44746,parliamentary constitutional monarchy,Full democracy,Europe
14459,Netherlands,Government expenditure per tertiary student as pct of GDP per capita pct,2015,0,parliamentary constitutional monarchy,Full democracy,Europe
14460,Netherlands,Government expenditure per tertiary student constant PPP,2015,0,parliamentary constitutional monarchy,Full democracy,Europe
14461,Netherlands,Government expenditure per tertiary student constant US,2015,0,parliamentary constitutional monarchy,Full democracy,Europe
14462,Netherlands,Government expenditure per tertiary student PPP,2015,0,parliamentary constitutional monarchy,Full democracy,Europe
14463,Netherlands,Government expenditure per tertiary student US,2015,0,parliamentary constitutional monarchy,Full democracy,Europe
14464,Netherlands,Labor force total,2015,9034776,parliamentary constitutional monarchy,Full democracy,Europe
14465,Netherlands,Population growth annual pct,2015,0,parliamentary constitutional monarchy,Full democracy,Europe
14466,Netherlands,Population total,2015,16939923,parliamentary constitutional monarchy,Full democracy,Europe
14467,Netherlands,GDP at market prices current US,2016,777000000000,parliamentary constitutional monarchy,Full democracy,Europe
14468,Netherlands,GDP per capita current US,2016,45669,parliamentary constitutional monarchy,Full democracy,Europe
14469,Netherlands,Government expenditure per tertiary student as pct of GDP per capita pct,2016,0,parliamentary constitutional monarchy,Full democracy,Europe
14470,Netherlands,Government expenditure per tertiary student constant PPP,2016,0,parliamentary constitutional monarchy,Full democracy,Europe
14471,Netherlands,Government expenditure per tertiary student constant US,2016,0,parliamentary constitutional monarchy,Full democracy,Europe
14472,Netherlands,Government expenditure per tertiary student PPP,2016,0,parliamentary constitutional monarchy,Full democracy,Europe
14473,Netherlands,Government expenditure per tertiary student US,2016,0,parliamentary constitutional monarchy,Full democracy,Europe
14474,Netherlands,Labor force total,2016,9044030,parliamentary constitutional monarchy,Full democracy,Europe
14475,Netherlands,Population growth annual pct,2016,0,parliamentary constitutional monarchy,Full democracy,Europe
14476,Netherlands,Population total,2016,17018408,parliamentary constitutional monarchy,Full democracy,Europe
14477,Norway,GDP at market prices current US,1970,12814123115,parliamentary constitutional monarchy,Full democracy,Europe
14478,Norway,GDP per capita current US,1970,3306,parliamentary constitutional monarchy,Full democracy,Europe
14479,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14480,Norway,Government expenditure per tertiary student constant PPP,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14481,Norway,Government expenditure per tertiary student constant US,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14482,Norway,Government expenditure per tertiary student PPP,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14483,Norway,Government expenditure per tertiary student US,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14484,Norway,Labor force total,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14485,Norway,Population growth annual pct,1970,0,parliamentary constitutional monarchy,Full democracy,Europe
14486,Norway,Population total,1970,3875763,parliamentary constitutional monarchy,Full democracy,Europe
14487,Norway,GDP at market prices current US,1971,14583114840,parliamentary constitutional monarchy,Full democracy,Europe
14488,Norway,GDP per capita current US,1971,3736,parliamentary constitutional monarchy,Full democracy,Europe
14489,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14490,Norway,Government expenditure per tertiary student constant PPP,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14491,Norway,Government expenditure per tertiary student constant US,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14492,Norway,Government expenditure per tertiary student PPP,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14493,Norway,Government expenditure per tertiary student US,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14494,Norway,Labor force total,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14495,Norway,Population growth annual pct,1971,0,parliamentary constitutional monarchy,Full democracy,Europe
14496,Norway,Population total,1971,3903039,parliamentary constitutional monarchy,Full democracy,Europe
14497,Norway,GDP at market prices current US,1972,17358610850,parliamentary constitutional monarchy,Full democracy,Europe
14498,Norway,GDP per capita current US,1972,4413,parliamentary constitutional monarchy,Full democracy,Europe
14499,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14500,Norway,Government expenditure per tertiary student constant PPP,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14501,Norway,Government expenditure per tertiary student constant US,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14502,Norway,Government expenditure per tertiary student PPP,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14503,Norway,Government expenditure per tertiary student US,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14504,Norway,Labor force total,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14505,Norway,Population growth annual pct,1972,0,parliamentary constitutional monarchy,Full democracy,Europe
14506,Norway,Population total,1972,3933004,parliamentary constitutional monarchy,Full democracy,Europe
14507,Norway,GDP at market prices current US,1973,22534253703,parliamentary constitutional monarchy,Full democracy,Europe
14508,Norway,GDP per capita current US,1973,5689,parliamentary constitutional monarchy,Full democracy,Europe
14509,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14510,Norway,Government expenditure per tertiary student constant PPP,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14511,Norway,Government expenditure per tertiary student constant US,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14512,Norway,Government expenditure per tertiary student PPP,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14513,Norway,Government expenditure per tertiary student US,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14514,Norway,Labor force total,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14515,Norway,Population growth annual pct,1973,0,parliamentary constitutional monarchy,Full democracy,Europe
14516,Norway,Population total,1973,3960612,parliamentary constitutional monarchy,Full democracy,Europe
14517,Norway,GDP at market prices current US,1974,27145693810,parliamentary constitutional monarchy,Full democracy,Europe
14518,Norway,GDP per capita current US,1974,6811,parliamentary constitutional monarchy,Full democracy,Europe
14519,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14520,Norway,Government expenditure per tertiary student constant PPP,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14521,Norway,Government expenditure per tertiary student constant US,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14522,Norway,Government expenditure per tertiary student PPP,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14523,Norway,Government expenditure per tertiary student US,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14524,Norway,Labor force total,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14525,Norway,Population growth annual pct,1974,0,parliamentary constitutional monarchy,Full democracy,Europe
14526,Norway,Population total,1974,3985258,parliamentary constitutional monarchy,Full democracy,Europe
14527,Norway,GDP at market prices current US,1975,32877805200,parliamentary constitutional monarchy,Full democracy,Europe
14528,Norway,GDP per capita current US,1975,8204,parliamentary constitutional monarchy,Full democracy,Europe
14529,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14530,Norway,Government expenditure per tertiary student constant PPP,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14531,Norway,Government expenditure per tertiary student constant US,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14532,Norway,Government expenditure per tertiary student PPP,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14533,Norway,Government expenditure per tertiary student US,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14534,Norway,Labor force total,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14535,Norway,Population growth annual pct,1975,0,parliamentary constitutional monarchy,Full democracy,Europe
14536,Norway,Population total,1975,4007313,parliamentary constitutional monarchy,Full democracy,Europe
14537,Norway,GDP at market prices current US,1976,35942270686,parliamentary constitutional monarchy,Full democracy,Europe
14538,Norway,GDP per capita current US,1976,8927,parliamentary constitutional monarchy,Full democracy,Europe
14539,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14540,Norway,Government expenditure per tertiary student constant PPP,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14541,Norway,Government expenditure per tertiary student constant US,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14542,Norway,Government expenditure per tertiary student PPP,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14543,Norway,Government expenditure per tertiary student US,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14544,Norway,Labor force total,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14545,Norway,Population growth annual pct,1976,0,parliamentary constitutional monarchy,Full democracy,Europe
14546,Norway,Population total,1976,4026152,parliamentary constitutional monarchy,Full democracy,Europe
14547,Norway,GDP at market prices current US,1977,41508030431,parliamentary constitutional monarchy,Full democracy,Europe
14548,Norway,GDP per capita current US,1977,10266,parliamentary constitutional monarchy,Full democracy,Europe
14549,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14550,Norway,Government expenditure per tertiary student constant PPP,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14551,Norway,Government expenditure per tertiary student constant US,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14552,Norway,Government expenditure per tertiary student PPP,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14553,Norway,Government expenditure per tertiary student US,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14554,Norway,Labor force total,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14555,Norway,Population growth annual pct,1977,0,parliamentary constitutional monarchy,Full democracy,Europe
14556,Norway,Population total,1977,4043205,parliamentary constitutional monarchy,Full democracy,Europe
14557,Norway,GDP at market prices current US,1978,46523091010,parliamentary constitutional monarchy,Full democracy,Europe
14558,Norway,GDP per capita current US,1978,11462,parliamentary constitutional monarchy,Full democracy,Europe
14559,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14560,Norway,Government expenditure per tertiary student constant PPP,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14561,Norway,Government expenditure per tertiary student constant US,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14562,Norway,Government expenditure per tertiary student PPP,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14563,Norway,Government expenditure per tertiary student US,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14564,Norway,Labor force total,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14565,Norway,Population growth annual pct,1978,0,parliamentary constitutional monarchy,Full democracy,Europe
14566,Norway,Population total,1978,4058671,parliamentary constitutional monarchy,Full democracy,Europe
14567,Norway,GDP at market prices current US,1979,53132244624,parliamentary constitutional monarchy,Full democracy,Europe
14568,Norway,GDP per capita current US,1979,13046,parliamentary constitutional monarchy,Full democracy,Europe
14569,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14570,Norway,Government expenditure per tertiary student constant PPP,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14571,Norway,Government expenditure per tertiary student constant US,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14572,Norway,Government expenditure per tertiary student PPP,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14573,Norway,Government expenditure per tertiary student US,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14574,Norway,Labor force total,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14575,Norway,Population growth annual pct,1979,0,parliamentary constitutional monarchy,Full democracy,Europe
14576,Norway,Population total,1979,4072517,parliamentary constitutional monarchy,Full democracy,Europe
14577,Norway,GDP at market prices current US,1980,64439382896,parliamentary constitutional monarchy,Full democracy,Europe
14578,Norway,GDP per capita current US,1980,15772,parliamentary constitutional monarchy,Full democracy,Europe
14579,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14580,Norway,Government expenditure per tertiary student constant PPP,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14581,Norway,Government expenditure per tertiary student constant US,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14582,Norway,Government expenditure per tertiary student PPP,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14583,Norway,Government expenditure per tertiary student US,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14584,Norway,Labor force total,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14585,Norway,Population growth annual pct,1980,0,parliamentary constitutional monarchy,Full democracy,Europe
14586,Norway,Population total,1980,4085620,parliamentary constitutional monarchy,Full democracy,Europe
14587,Norway,GDP at market prices current US,1981,63596654761,parliamentary constitutional monarchy,Full democracy,Europe
14588,Norway,GDP per capita current US,1981,15512,parliamentary constitutional monarchy,Full democracy,Europe
14589,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14590,Norway,Government expenditure per tertiary student constant PPP,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14591,Norway,Government expenditure per tertiary student constant US,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14592,Norway,Government expenditure per tertiary student PPP,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14593,Norway,Government expenditure per tertiary student US,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14594,Norway,Labor force total,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14595,Norway,Population growth annual pct,1981,0,parliamentary constitutional monarchy,Full democracy,Europe
14596,Norway,Population total,1981,4099702,parliamentary constitutional monarchy,Full democracy,Europe
14597,Norway,GDP at market prices current US,1982,62647195538,parliamentary constitutional monarchy,Full democracy,Europe
14598,Norway,GDP per capita current US,1982,15224,parliamentary constitutional monarchy,Full democracy,Europe
14599,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14600,Norway,Government expenditure per tertiary student constant PPP,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14601,Norway,Government expenditure per tertiary student constant US,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14602,Norway,Government expenditure per tertiary student PPP,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14603,Norway,Government expenditure per tertiary student US,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14604,Norway,Labor force total,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14605,Norway,Population growth annual pct,1982,0,parliamentary constitutional monarchy,Full democracy,Europe
14606,Norway,Population total,1982,4114787,parliamentary constitutional monarchy,Full democracy,Europe
14607,Norway,GDP at market prices current US,1983,61627240831,parliamentary constitutional monarchy,Full democracy,Europe
14608,Norway,GDP per capita current US,1983,14927,parliamentary constitutional monarchy,Full democracy,Europe
14609,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14610,Norway,Government expenditure per tertiary student constant PPP,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14611,Norway,Government expenditure per tertiary student constant US,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14612,Norway,Government expenditure per tertiary student PPP,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14613,Norway,Government expenditure per tertiary student US,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14614,Norway,Labor force total,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14615,Norway,Population growth annual pct,1983,0,parliamentary constitutional monarchy,Full democracy,Europe
14616,Norway,Population total,1983,4128432,parliamentary constitutional monarchy,Full democracy,Europe
14617,Norway,GDP at market prices current US,1984,62057955033,parliamentary constitutional monarchy,Full democracy,Europe
14618,Norway,GDP per capita current US,1984,14989,parliamentary constitutional monarchy,Full democracy,Europe
14619,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14620,Norway,Government expenditure per tertiary student constant PPP,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14621,Norway,Government expenditure per tertiary student constant US,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14622,Norway,Government expenditure per tertiary student PPP,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14623,Norway,Government expenditure per tertiary student US,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14624,Norway,Labor force total,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14625,Norway,Population growth annual pct,1984,0,parliamentary constitutional monarchy,Full democracy,Europe
14626,Norway,Population total,1984,4140099,parliamentary constitutional monarchy,Full democracy,Europe
14627,Norway,GDP at market prices current US,1985,65416879914,parliamentary constitutional monarchy,Full democracy,Europe
14628,Norway,GDP per capita current US,1985,15753,parliamentary constitutional monarchy,Full democracy,Europe
14629,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14630,Norway,Government expenditure per tertiary student constant PPP,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14631,Norway,Government expenditure per tertiary student constant US,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14632,Norway,Government expenditure per tertiary student PPP,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14633,Norway,Government expenditure per tertiary student US,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14634,Norway,Labor force total,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14635,Norway,Population growth annual pct,1985,0,parliamentary constitutional monarchy,Full democracy,Europe
14636,Norway,Population total,1985,4152516,parliamentary constitutional monarchy,Full democracy,Europe
14637,Norway,GDP at market prices current US,1986,78693253276,parliamentary constitutional monarchy,Full democracy,Europe
14638,Norway,GDP per capita current US,1986,18883,parliamentary constitutional monarchy,Full democracy,Europe
14639,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14640,Norway,Government expenditure per tertiary student constant PPP,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14641,Norway,Government expenditure per tertiary student constant US,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14642,Norway,Government expenditure per tertiary student PPP,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14643,Norway,Government expenditure per tertiary student US,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14644,Norway,Labor force total,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14645,Norway,Population growth annual pct,1986,0,parliamentary constitutional monarchy,Full democracy,Europe
14646,Norway,Population total,1986,4167354,parliamentary constitutional monarchy,Full democracy,Europe
14647,Norway,GDP at market prices current US,1987,94230055659,parliamentary constitutional monarchy,Full democracy,Europe
14648,Norway,GDP per capita current US,1987,22505,parliamentary constitutional monarchy,Full democracy,Europe
14649,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14650,Norway,Government expenditure per tertiary student constant PPP,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14651,Norway,Government expenditure per tertiary student constant US,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14652,Norway,Government expenditure per tertiary student PPP,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14653,Norway,Government expenditure per tertiary student US,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14654,Norway,Labor force total,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14655,Norway,Population growth annual pct,1987,0,parliamentary constitutional monarchy,Full democracy,Europe
14656,Norway,Population total,1987,4186905,parliamentary constitutional monarchy,Full democracy,Europe
14657,Norway,GDP at market prices current US,1988,102000000000,parliamentary constitutional monarchy,Full democracy,Europe
14658,Norway,GDP per capita current US,1988,24207,parliamentary constitutional monarchy,Full democracy,Europe
14659,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14660,Norway,Government expenditure per tertiary student constant PPP,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14661,Norway,Government expenditure per tertiary student constant US,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14662,Norway,Government expenditure per tertiary student PPP,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14663,Norway,Government expenditure per tertiary student US,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14664,Norway,Labor force total,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14665,Norway,Population growth annual pct,1988,0,parliamentary constitutional monarchy,Full democracy,Europe
14666,Norway,Population total,1988,4209488,parliamentary constitutional monarchy,Full democracy,Europe
14667,Norway,GDP at market prices current US,1989,103000000000,parliamentary constitutional monarchy,Full democracy,Europe
14668,Norway,GDP per capita current US,1989,24281,parliamentary constitutional monarchy,Full democracy,Europe
14669,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14670,Norway,Government expenditure per tertiary student constant PPP,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14671,Norway,Government expenditure per tertiary student constant US,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14672,Norway,Government expenditure per tertiary student PPP,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14673,Norway,Government expenditure per tertiary student US,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14674,Norway,Labor force total,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14675,Norway,Population growth annual pct,1989,0,parliamentary constitutional monarchy,Full democracy,Europe
14676,Norway,Population total,1989,4226901,parliamentary constitutional monarchy,Full democracy,Europe
14677,Norway,GDP at market prices current US,1990,120000000000,parliamentary constitutional monarchy,Full democracy,Europe
14678,Norway,GDP per capita current US,1990,28242,parliamentary constitutional monarchy,Full democracy,Europe
14679,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1990,0,parliamentary constitutional monarchy,Full democracy,Europe
14680,Norway,Government expenditure per tertiary student constant PPP,1990,0,parliamentary constitutional monarchy,Full democracy,Europe
14681,Norway,Government expenditure per tertiary student constant US,1990,0,parliamentary constitutional monarchy,Full democracy,Europe
14682,Norway,Government expenditure per tertiary student PPP,1990,0,parliamentary constitutional monarchy,Full democracy,Europe
14683,Norway,Government expenditure per tertiary student US,1990,0,parliamentary constitutional monarchy,Full democracy,Europe
14684,Norway,Labor force total,1990,2152354,parliamentary constitutional monarchy,Full democracy,Europe
14685,Norway,Population growth annual pct,1990,0,parliamentary constitutional monarchy,Full democracy,Europe
14686,Norway,Population total,1990,4241473,parliamentary constitutional monarchy,Full democracy,Europe
14687,Norway,GDP at market prices current US,1991,122000000000,parliamentary constitutional monarchy,Full democracy,Europe
14688,Norway,GDP per capita current US,1991,28596,parliamentary constitutional monarchy,Full democracy,Europe
14689,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1991,0,parliamentary constitutional monarchy,Full democracy,Europe
14690,Norway,Government expenditure per tertiary student constant PPP,1991,0,parliamentary constitutional monarchy,Full democracy,Europe
14691,Norway,Government expenditure per tertiary student constant US,1991,0,parliamentary constitutional monarchy,Full democracy,Europe
14692,Norway,Government expenditure per tertiary student PPP,1991,0,parliamentary constitutional monarchy,Full democracy,Europe
14693,Norway,Government expenditure per tertiary student US,1991,0,parliamentary constitutional monarchy,Full democracy,Europe
14694,Norway,Labor force total,1991,2139546,parliamentary constitutional monarchy,Full democracy,Europe
14695,Norway,Population growth annual pct,1991,0,parliamentary constitutional monarchy,Full democracy,Europe
14696,Norway,Population total,1991,4261732,parliamentary constitutional monarchy,Full democracy,Europe
